,name,code,province,city
2535,蒲江县,510131,四川省,成都市
2536,新津县,510132,四川省,成都市
2537,都江堰市,510181,四川省,成都市
2538,彭州市,510182,四川省,成都市
2539,邛崃市,510183,四川省,成都市
2540,崇州市,510184,四川省,成都市
2541,自贡市,510300,四川省,自贡市
2542,市辖区,510301,四川省,自贡市
2543,自流井区,510302,四川省,自贡市
2544,贡井区,510303,四川省,自贡市
2545,大安区,510304,四川省,自贡市
2546,沿滩区,510311,四川省,自贡市
2547,荣县,510321,四川省,自贡市
2548,富顺县,510322,四川省,自贡市
2549,攀枝花市,510400,四川省,攀枝花市
2550,市辖区,510401,四川省,攀枝花市
2551,东区,510402,四川省,攀枝花市
2552,西区,510403,四川省,攀枝花市
2553,仁和区,510411,四川省,攀枝花市
2554,米易县,510421,四川省,攀枝花市
2555,盐边县,510422,四川省,攀枝花市
2556,泸州市,510500,四川省,泸州市
2557,市辖区,510501,四川省,泸州市
2558,江阳区,510502,四川省,泸州市
2559,纳溪区,510503,四川省,泸州市
2560,龙马潭区,510504,四川省,泸州市
2561,泸县,510521,四川省,泸州市
2562,合江县,510522,四川省,泸州市
2563,叙永县,510524,四川省,泸州市
2564,古蔺县,510525,四川省,泸州市
2565,德阳市,510600,四川省,德阳市
2566,市辖区,510601,四川省,德阳市
2567,旌阳区,510603,四川省,德阳市
2568,中江县,510623,四川省,德阳市
2569,罗江县,510626,四川省,德阳市
2570,广汉市,510681,四川省,德阳市
2571,什邡市,510682,四川省,德阳市
2572,绵竹市,510683,四川省,德阳市
2573,绵阳市,510700,四川省,绵阳市
2574,市辖区,510701,四川省,绵阳市
2575,涪城区,510703,四川省,绵阳市
2576,游仙区,510704,四川省,绵阳市
2577,三台县,510722,四川省,绵阳市
2578,盐亭县,510723,四川省,绵阳市
2579,安县,510724,四川省,绵阳市
2580,梓潼县,510725,四川省,绵阳市
2581,北川羌族自治县,510726,四川省,绵阳市
2582,平武县,510727,四川省,绵阳市
2583,江油市,510781,四川省,绵阳市
2584,广元市,510800,四川省,广元市
2585,市辖区,510801,四川省,广元市
2586,利州区,510802,四川省,广元市
2587,元坝区,510811,四川省,广元市
2588,朝天区,510812,四川省,广元市
2589,旺苍县,510821,四川省,广元市
2590,青川县,510822,四川省,广元市
2591,剑阁县,510823,四川省,广元市
2592,苍溪县,510824,四川省,广元市
2593,遂宁市,510900,四川省,遂宁市
2594,市辖区,510901,四川省,遂宁市
2595,船山区,510903,四川省,遂宁市
2596,安居区,510904,四川省,遂宁市
2597,蓬溪县,510921,四川省,遂宁市
2598,射洪县,510922,四川省,遂宁市
2599,大英县,510923,四川省,遂宁市
2600,内江市,511000,四川省,内江市
2601,市辖区,511001,四川省,内江市
2602,市中区,511002,四川省,内江市
2603,东兴区,511011,四川省,内江市
2604,威远县,511024,四川省,内江市
2605,资中县,511025,四川省,内江市
2606,隆昌县,511028,四川省,内江市
2607,乐山市,511100,四川省,乐山市
2608,市辖区,511101,四川省,乐山市
2609,市中区,511102,四川省,乐山市
2610,沙湾区,511111,四川省,乐山市
2611,五通桥区,511112,四川省,乐山市
2612,金口河区,511113,四川省,乐山市
2613,犍为县,511123,四川省,乐山市
2614,井研县,511124,四川省,乐山市
2615,夹江县,511126,四川省,乐山市
2616,沐川县,511129,四川省,乐山市
2617,峨边彝族自治县,511132,四川省,乐山市
2618,马边彝族自治县,511133,四川省,乐山市
2619,峨眉山市,511181,四川省,乐山市
2620,南充市,511300,四川省,南充市
2621,市辖区,511301,四川省,南充市
2622,顺庆区,511302,四川省,南充市
2623,高坪区,511303,四川省,南充市
2624,嘉陵区,511304,四川省,南充市
2625,南部县,511321,四川省,南充市
2626,营山县,511322,四川省,南充市
2627,蓬安县,511323,四川省,南充市
2628,仪陇县,511324,四川省,南充市
2629,西充县,511325,四川省,南充市
2630,阆中市,511381,四川省,南充市
2631,眉山市,511400,四川省,眉山市
2632,市辖区,511401,四川省,眉山市
2633,东坡区,511402,四川省,眉山市
2634,仁寿县,511421,四川省,眉山市
2635,彭山县,511422,四川省,眉山市
2636,洪雅县,511423,四川省,眉山市
2637,丹棱县,511424,四川省,眉山市
2638,青神县,511425,四川省,眉山市
2639,宜宾市,511500,四川省,宜宾市
2640,市辖区,511501,四川省,宜宾市
2641,翠屏区,511502,四川省,宜宾市
2642,宜宾县,511521,四川省,宜宾市
2643,南溪县,511522,四川省,宜宾市
2644,江安县,511523,四川省,宜宾市
2645,长宁县,511524,四川省,宜宾市
2646,高县,511525,四川省,宜宾市
2647,珙县,511526,四川省,宜宾市
2648,筠连县,511527,四川省,宜宾市
2649,兴文县,511528,四川省,宜宾市
2650,屏山县,511529,四川省,宜宾市
2651,广安市,511600,四川省,广安市
2652,市辖区,511601,四川省,广安市
2653,广安区,511602,四川省,广安市
2654,岳池县,511621,四川省,广安市
2655,武胜县,511622,四川省,广安市
2656,邻水县,511623,四川省,广安市
2657,华蓥市,511681,四川省,广安市
2658,达州市,511700,四川省,达州市
2659,市辖区,511701,四川省,达州市
2660,通川区,511702,四川省,达州市
2661,达县,511721,四川省,达州市
2662,宣汉县,511722,四川省,达州市
2663,开江县,511723,四川省,达州市
2664,大竹县,511724,四川省,达州市
2665,渠县,511725,四川省,达州市
2666,万源市,511781,四川省,达州市
2667,雅安市,511800,四川省,雅安市
2668,市辖区,511801,四川省,雅安市
2669,雨城区,511802,四川省,雅安市
2670,名山县,511821,四川省,雅安市
2671,荥经县,511822,四川省,雅安市
2672,汉源县,511823,四川省,雅安市
2673,石棉县,511824,四川省,雅安市
2674,天全县,511825,四川省,雅安市
2675,芦山县,511826,四川省,雅安市
2676,宝兴县,511827,四川省,雅安市
2677,巴中市,511900,四川省,巴中市
2678,市辖区,511901,四川省,巴中市
2679,巴州区,511902,四川省,巴中市
2680,通江县,511921,四川省,巴中市
2681,南江县,511922,四川省,巴中市
2682,平昌县,511923,四川省,巴中市
2683,资阳市,512000,四川省,资阳市
2684,市辖区,512001,四川省,资阳市
2685,雁江区,512002,四川省,资阳市
2686,安岳县,512021,四川省,资阳市
2687,乐至县,512022,四川省,资阳市
2688,简阳市,512081,四川省,资阳市
2689,阿坝藏族羌族自治州,513200,四川省,阿坝藏族羌族自治州
2690,汶川县,513221,四川省,阿坝藏族羌族自治州
2691,理县,513222,四川省,阿坝藏族羌族自治州
2692,茂县,513223,四川省,阿坝藏族羌族自治州
2693,松潘县,513224,四川省,阿坝藏族羌族自治州
2694,九寨沟县,513225,四川省,阿坝藏族羌族自治州
2695,金川县,513226,四川省,阿坝藏族羌族自治州
2696,小金县,513227,四川省,阿坝藏族羌族自治州
2697,黑水县,513228,四川省,阿坝藏族羌族自治州
2698,马尔康县,513229,四川省,阿坝藏族羌族自治州
2699,壤塘县,513230,四川省,阿坝藏族羌族自治州
2700,阿坝县,513231,四川省,阿坝藏族羌族自治州
2701,若尔盖县,513232,四川省,阿坝藏族羌族自治州
2702,红原县,513233,四川省,阿坝藏族羌族自治州
2703,甘孜藏族自治州,513300,四川省,甘孜藏族自治州
2704,康定县,513321,四川省,甘孜藏族自治州
2705,泸定县,513322,四川省,甘孜藏族自治州
2706,丹巴县,513323,四川省,甘孜藏族自治州
2707,九龙县,513324,四川省,甘孜藏族自治州
2708,雅江县,513325,四川省,甘孜藏族自治州
2709,道孚县,513326,四川省,甘孜藏族自治州
2710,炉霍县,513327,四川省,甘孜藏族自治州
2711,甘孜县,513328,四川省,甘孜藏族自治州
2712,新龙县,513329,四川省,甘孜藏族自治州
2713,德格县,513330,四川省,甘孜藏族自治州
2714,白玉县,513331,四川省,甘孜藏族自治州
2715,石渠县,513332,四川省,甘孜藏族自治州
2716,色达县,513333,四川省,甘孜藏族自治州
2717,理塘县,513334,四川省,甘孜藏族自治州
2718,巴塘县,513335,四川省,甘孜藏族自治州
2719,乡城县,513336,四川省,甘孜藏族自治州
2720,稻城县,513337,四川省,甘孜藏族自治州
2721,得荣县,513338,四川省,甘孜藏族自治州
2722,凉山彝族自治州,513400,四川省,凉山彝族自治州
2723,西昌市,513401,四川省,凉山彝族自治州
2724,木里藏族自治县,513422,四川省,凉山彝族自治州
2725,盐源县,513423,四川省,凉山彝族自治州
2726,德昌县,513424,四川省,凉山彝族自治州
2727,会理县,513425,四川省,凉山彝族自治州
2728,会东县,513426,四川省,凉山彝族自治州
2729,宁南县,513427,四川省,凉山彝族自治州
2730,普格县,513428,四川省,凉山彝族自治州
2731,布拖县,513429,四川省,凉山彝族自治州
2732,金阳县,513430,四川省,凉山彝族自治州
2733,昭觉县,513431,四川省,凉山彝族自治州
2734,喜德县,513432,四川省,凉山彝族自治州
2735,冕宁县,513433,四川省,凉山彝族自治州
2736,越西县,513434,四川省,凉山彝族自治州
2737,甘洛县,513435,四川省,凉山彝族自治州
2738,美姑县,513436,四川省,凉山彝族自治州
2739,雷波县,513437,四川省,凉山彝族自治州
2740,贵州省,520000,贵州省,贵州省
2741,贵阳市,520100,贵州省,贵阳市
2742,市辖区,520101,贵州省,贵阳市
2743,南明区,520102,贵州省,贵阳市
2744,云岩区,520103,贵州省,贵阳市
2745,花溪区,520111,贵州省,贵阳市
2746,乌当区,520112,贵州省,贵阳市
2747,白云区,520113,贵州省,贵阳市
2748,小河区,520114,贵州省,贵阳市
2749,开阳县,520121,贵州省,贵阳市
2750,息烽县,520122,贵州省,贵阳市
2751,修文县,520123,贵州省,贵阳市
2752,清镇市,520181,贵州省,贵阳市
2753,六盘水市,520200,贵州省,六盘水市
2754,钟山区,520201,贵州省,六盘水市
2755,六枝特区,520203,贵州省,六盘水市
2756,水城县,520221,贵州省,六盘水市
2757,盘县,520222,贵州省,六盘水市
2758,遵义市,520300,贵州省,遵义市
2759,市辖区,520301,贵州省,遵义市
2760,红花岗区,520302,贵州省,遵义市
2761,汇川区,520303,贵州省,遵义市
2762,遵义县,520321,贵州省,遵义市
2763,桐梓县,520322,贵州省,遵义市
2764,绥阳县,520323,贵州省,遵义市
2765,正安县,520324,贵州省,遵义市
2766,道真仡佬族苗族自治县,520325,贵州省,遵义市
2767,务川仡佬族苗族自治县,520326,贵州省,遵义市
2768,凤冈县,520327,贵州省,遵义市
2769,湄潭县,520328,贵州省,遵义市
2770,余庆县,520329,贵州省,遵义市
2771,习水县,520330,贵州省,遵义市
2772,赤水市,520381,贵州省,遵义市
2773,仁怀市,520382,贵州省,遵义市
2774,安顺市,520400,贵州省,安顺市
2775,市辖区,520401,贵州省,安顺市
2776,西秀区,520402,贵州省,安顺市
2777,平坝县,520421,贵州省,安顺市
2778,普定县,520422,贵州省,安顺市
2779,镇宁布依族苗族自治县,520423,贵州省,安顺市
2780,关岭布依族苗族自治县,520424,贵州省,安顺市
2781,紫云苗族布依族自治县,520425,贵州省,安顺市
2782,铜仁地区,522200,贵州省,铜仁地区
2783,铜仁市,522201,贵州省,铜仁地区
2784,江口县,522222,贵州省,铜仁地区
2785,玉屏侗族自治县,522223,贵州省,铜仁地区
2786,石阡县,522224,贵州省,铜仁地区
2787,思南县,522225,贵州省,铜仁地区
2788,印江土家族苗族自治县,522226,贵州省,铜仁地区
2789,德江县,522227,贵州省,铜仁地区
2790,沿河土家族自治县,522228,贵州省,铜仁地区
2791,松桃苗族自治县,522229,贵州省,铜仁地区
2792,万山特区,522230,贵州省,铜仁地区
2793,黔西南布依族苗族自治州,522300,贵州省,黔西南布依族苗族自治州
2794,兴义市,522301,贵州省,黔西南布依族苗族自治州
2795,兴仁县,522322,贵州省,黔西南布依族苗族自治州
2796,普安县,522323,贵州省,黔西南布依族苗族自治州
2797,晴隆县,522324,贵州省,黔西南布依族苗族自治州
2798,贞丰县,522325,贵州省,黔西南布依族苗族自治州
2799,望谟县,522326,贵州省,黔西南布依族苗族自治州
2800,册亨县,522327,贵州省,黔西南布依族苗族自治州
2801,安龙县,522328,贵州省,黔西南布依族苗族自治州
2802,毕节地区,522400,贵州省,毕节地区
2803,毕节市,522401,贵州省,毕节地区
2804,大方县,522422,贵州省,毕节地区
2805,黔西县,522423,贵州省,毕节地区
2806,金沙县,522424,贵州省,毕节地区
2807,织金县,522425,贵州省,毕节地区
2808,纳雍县,522426,贵州省,毕节地区
2809,威宁彝族回族苗族自治县,522427,贵州省,毕节地区
2810,赫章县,522428,贵州省,毕节地区
2811,黔东南苗族侗族自治州,522600,贵州省,黔东南苗族侗族自治州
2812,凯里市,522601,贵州省,黔东南苗族侗族自治州
2813,黄平县,522622,贵州省,黔东南苗族侗族自治州
2814,施秉县,522623,贵州省,黔东南苗族侗族自治州
2815,三穗县,522624,贵州省,黔东南苗族侗族自治州
2816,镇远县,522625,贵州省,黔东南苗族侗族自治州
2817,岑巩县,522626,贵州省,黔东南苗族侗族自治州
2818,天柱县,522627,贵州省,黔东南苗族侗族自治州
2819,锦屏县,522628,贵州省,黔东南苗族侗族自治州
2820,剑河县,522629,贵州省,黔东南苗族侗族自治州
2821,台江县,522630,贵州省,黔东南苗族侗族自治州
2822,黎平县,522631,贵州省,黔东南苗族侗族自治州
2823,榕江县,522632,贵州省,黔东南苗族侗族自治州
2824,从江县,522633,贵州省,黔东南苗族侗族自治州
2825,雷山县,522634,贵州省,黔东南苗族侗族自治州
2826,麻江县,522635,贵州省,黔东南苗族侗族自治州
2827,丹寨县,522636,贵州省,黔东南苗族侗族自治州
2828,黔南布依族苗族自治州,522700,贵州省,黔南布依族苗族自治州
2829,都匀市,522701,贵州省,黔南布依族苗族自治州
2830,福泉市,522702,贵州省,黔南布依族苗族自治州
2831,荔波县,522722,贵州省,黔南布依族苗族自治州
2832,贵定县,522723,贵州省,黔南布依族苗族自治州
2833,瓮安县,522725,贵州省,黔南布依族苗族自治州
2834,独山县,522726,贵州省,黔南布依族苗族自治州
2835,平塘县,522727,贵州省,黔南布依族苗族自治州
2836,罗甸县,522728,贵州省,黔南布依族苗族自治州
2837,长顺县,522729,贵州省,黔南布依族苗族自治州
2838,龙里县,522730,贵州省,黔南布依族苗族自治州
2839,惠水县,522731,贵州省,黔南布依族苗族自治州
2840,三都水族自治县,522732,贵州省,黔南布依族苗族自治州
2841,云南省,530000,云南省,云南省
2842,昆明市,530100,云南省,昆明市
2843,市辖区,530101,云南省,昆明市
2844,五华区,530102,云南省,昆明市
2845,盘龙区,530103,云南省,昆明市
2846,官渡区,530111,云南省,昆明市
2847,西山区,530112,云南省,昆明市
2848,东川区,530113,云南省,昆明市
2849,呈贡县,530121,云南省,昆明市
2850,晋宁县,530122,云南省,昆明市
2851,富民县,530124,云南省,昆明市
2852,宜良县,530125,云南省,昆明市
2853,石林彝族自治县,530126,云南省,昆明市
2854,嵩明县,530127,云南省,昆明市
2855,禄劝彝族苗族自治县,530128,云南省,昆明市
2856,寻甸回族彝族自治县,530129,云南省,昆明市
2857,安宁市,530181,云南省,昆明市
2858,曲靖市,530300,云南省,曲靖市
2859,市辖区,530301,云南省,曲靖市
2860,麒麟区,530302,云南省,曲靖市
2861,马龙县,530321,云南省,曲靖市
2862,陆良县,530322,云南省,曲靖市
2863,师宗县,530323,云南省,曲靖市
2864,罗平县,530324,云南省,曲靖市
2865,富源县,530325,云南省,曲靖市
2866,会泽县,530326,云南省,曲靖市
2867,沾益县,530328,云南省,曲靖市
2868,宣威市,530381,云南省,曲靖市
2869,玉溪市,530400,云南省,玉溪市
2870,市辖区,530401,云南省,玉溪市
2871,红塔区,530402,云南省,玉溪市
2872,江川县,530421,云南省,玉溪市
2873,澄江县,530422,云南省,玉溪市
2874,通海县,530423,云南省,玉溪市
2875,华宁县,530424,云南省,玉溪市
2876,易门县,530425,云南省,玉溪市
2877,峨山彝族自治县,530426,云南省,玉溪市
2878,新平彝族傣族自治县,530427,云南省,玉溪市
2879,元江哈尼族彝族傣族自治县,530428,云南省,玉溪市
2880,保山市,530500,云南省,保山市
2881,市辖区,530501,云南省,保山市
2882,隆阳区,530502,云南省,保山市
2883,施甸县,530521,云南省,保山市
2884,腾冲县,530522,云南省,保山市
2885,龙陵县,530523,云南省,保山市
2886,昌宁县,530524,云南省,保山市
2887,昭通市,530600,云南省,昭通市
2888,市辖区,530601,云南省,昭通市
2889,昭阳区,530602,云南省,昭通市
2890,鲁甸县,530621,云南省,昭通市
2891,巧家县,530622,云南省,昭通市
2892,盐津县,530623,云南省,昭通市
2893,大关县,530624,云南省,昭通市
2894,永善县,530625,云南省,昭通市
2895,绥江县,530626,云南省,昭通市
2896,镇雄县,530627,云南省,昭通市
2897,彝良县,530628,云南省,昭通市
2898,威信县,530629,云南省,昭通市
2899,水富县,530630,云南省,昭通市
2900,丽江市,530700,云南省,丽江市
2901,市辖区,530701,云南省,丽江市
2902,古城区,530702,云南省,丽江市
2903,玉龙纳西族自治县,530721,云南省,丽江市
2904,永胜县,530722,云南省,丽江市
2905,华坪县,530723,云南省,丽江市
2906,宁蒗彝族自治县,530724,云南省,丽江市
2907,普洱市,530800,云南省,普洱市
2908,市辖区,530801,云南省,普洱市
2909,思茅区,530802,云南省,普洱市
2910,宁洱哈尼族彝族自治县,530821,云南省,普洱市
2911,墨江哈尼族自治县,530822,云南省,普洱市
2912,景东彝族自治县,530823,云南省,普洱市
2913,景谷傣族彝族自治县,530824,云南省,普洱市
2914,镇沅彝族哈尼族拉祜族自治县,530825,云南省,普洱市
2915,江城哈尼族彝族自治县,530826,云南省,普洱市
2916,孟连傣族拉祜族佤族自治县,530827,云南省,普洱市
2917,澜沧拉祜族自治县,530828,云南省,普洱市
2918,西盟佤族自治县,530829,云南省,普洱市
2919,临沧市,530900,云南省,临沧市
2920,市辖区,530901,云南省,临沧市
2921,临翔区,530902,云南省,临沧市
2922,凤庆县,530921,云南省,临沧市
2923,云县,530922,云南省,临沧市
2924,永德县,530923,云南省,临沧市
2925,镇康县,530924,云南省,临沧市
2926,双江拉祜族佤族布朗族傣族自治县,530925,云南省,临沧市
2927,耿马傣族佤族自治县,530926,云南省,临沧市
2928,沧源佤族自治县,530927,云南省,临沧市
2929,楚雄彝族自治州,532300,云南省,楚雄彝族自治州
2930,楚雄市,532301,云南省,楚雄彝族自治州
2931,双柏县,532322,云南省,楚雄彝族自治州
2932,牟定县,532323,云南省,楚雄彝族自治州
2933,南华县,532324,云南省,楚雄彝族自治州
2934,姚安县,532325,云南省,楚雄彝族自治州
2935,大姚县,532326,云南省,楚雄彝族自治州
2936,永仁县,532327,云南省,楚雄彝族自治州
2937,元谋县,532328,云南省,楚雄彝族自治州
2938,武定县,532329,云南省,楚雄彝族自治州
2939,禄丰县,532331,云南省,楚雄彝族自治州
2940,红河哈尼族彝族自治州,532500,云南省,红河哈尼族彝族自治州
2941,个旧市,532501,云南省,红河哈尼族彝族自治州
2942,开远市,532502,云南省,红河哈尼族彝族自治州
2943,蒙自市,532503,云南省,红河哈尼族彝族自治州
2944,屏边苗族自治县,532523,云南省,红河哈尼族彝族自治州
2945,建水县,532524,云南省,红河哈尼族彝族自治州
2946,石屏县,532525,云南省,红河哈尼族彝族自治州
2947,弥勒县,532526,云南省,红河哈尼族彝族自治州
2948,泸西县,532527,云南省,红河哈尼族彝族自治州
2949,元阳县,532528,云南省,红河哈尼族彝族自治州
2950,红河县,532529,云南省,红河哈尼族彝族自治州
2951,金平苗族瑶族傣族自治县,532530,云南省,红河哈尼族彝族自治州
2952,绿春县,532531,云南省,红河哈尼族彝族自治州
2953,河口瑶族自治县,532532,云南省,红河哈尼族彝族自治州
2954,文山壮族苗族自治州,532600,云南省,文山壮族苗族自治州
2955,文山县,532621,云南省,文山壮族苗族自治州
2956,砚山县,532622,云南省,文山壮族苗族自治州
2957,西畴县,532623,云南省,文山壮族苗族自治州
2958,麻栗坡县,532624,云南省,文山壮族苗族自治州
2959,马关县,532625,云南省,文山壮族苗族自治州
2960,丘北县,532626,云南省,文山壮族苗族自治州
2961,广南县,532627,云南省,文山壮族苗族自治州
2962,富宁县,532628,云南省,文山壮族苗族自治州
2963,西双版纳傣族自治州,532800,云南省,西双版纳傣族自治州
2964,景洪市,532801,云南省,西双版纳傣族自治州
2965,勐海县,532822,云南省,西双版纳傣族自治州
2966,勐腊县,532823,云南省,西双版纳傣族自治州
2967,大理白族自治州,532900,云南省,大理白族自治州
2968,大理市,532901,云南省,大理白族自治州
2969,漾濞彝族自治县,532922,云南省,大理白族自治州
2970,祥云县,532923,云南省,大理白族自治州
2971,宾川县,532924,云南省,大理白族自治州
2972,弥渡县,532925,云南省,大理白族自治州
2973,南涧彝族自治县,532926,云南省,大理白族自治州
2974,巍山彝族回族自治县,532927,云南省,大理白族自治州
2975,永平县,532928,云南省,大理白族自治州
2976,云龙县,532929,云南省,大理白族自治州
2977,洱源县,532930,云南省,大理白族自治州
2978,剑川县,532931,云南省,大理白族自治州
2979,鹤庆县,532932,云南省,大理白族自治州
2980,德宏傣族景颇族自治州,533100,云南省,德宏傣族景颇族自治州
2981,瑞丽市,533102,云南省,德宏傣族景颇族自治州
2982,芒市,533103,云南省,德宏傣族景颇族自治州
2983,梁河县,533122,云南省,德宏傣族景颇族自治州
2984,盈江县,533123,云南省,德宏傣族景颇族自治州
2985,陇川县,533124,云南省,德宏傣族景颇族自治州
2986,怒江傈僳族自治州,533300,云南省,怒江傈僳族自治州
2987,泸水县,533321,云南省,怒江傈僳族自治州
2988,福贡县,533323,云南省,怒江傈僳族自治州
2989,贡山独龙族怒族自治县,533324,云南省,怒江傈僳族自治州
2990,兰坪白族普米族自治县,533325,云南省,怒江傈僳族自治州
2991,迪庆藏族自治州,533400,云南省,迪庆藏族自治州
2992,香格里拉县,533421,云南省,迪庆藏族自治州
2993,德钦县,533422,云南省,迪庆藏族自治州
2994,维西傈僳族自治县,533423,云南省,迪庆藏族自治州
2995,西藏自治区,540000,西藏自治区,西藏自治区
2996,拉萨市,540100,西藏自治区,拉萨市
2997,市辖区,540101,西藏自治区,拉萨市
2998,城关区,540102,西藏自治区,拉萨市
2999,林周县,540121,西藏自治区,拉萨市
3000,当雄县,540122,西藏自治区,拉萨市
3001,尼木县,540123,西藏自治区,拉萨市
3002,曲水县,540124,西藏自治区,拉萨市
3003,堆龙德庆县,540125,西藏自治区,拉萨市
3004,达孜县,540126,西藏自治区,拉萨市
3005,墨竹工卡县,540127,西藏自治区,拉萨市
3006,昌都地区,542100,西藏自治区,昌都地区
3007,昌都县,542121,西藏自治区,昌都地区
3008,江达县,542122,西藏自治区,昌都地区
3009,贡觉县,542123,西藏自治区,昌都地区
3010,类乌齐县,542124,西藏自治区,昌都地区
3011,丁青县,542125,西藏自治区,昌都地区
3012,察雅县,542126,西藏自治区,昌都地区
3013,八宿县,542127,西藏自治区,昌都地区
3014,左贡县,542128,西藏自治区,昌都地区
3015,芒康县,542129,西藏自治区,昌都地区
3016,洛隆县,542132,西藏自治区,昌都地区
3017,边坝县,542133,西藏自治区,昌都地区
3018,山南地区,542200,西藏自治区,山南地区
3019,乃东县,542221,西藏自治区,山南地区
3020,扎囊县,542222,西藏自治区,山南地区
3021,贡嘎县,542223,西藏自治区,山南地区
3022,桑日县,542224,西藏自治区,山南地区
3023,琼结县,542225,西藏自治区,山南地区
3024,曲松县,542226,西藏自治区,山南地区
3025,措美县,542227,西藏自治区,山南地区
3026,洛扎县,542228,西藏自治区,山南地区
3027,加查县,542229,西藏自治区,山南地区
3028,隆子县,542231,西藏自治区,山南地区
3029,错那县,542232,西藏自治区,山南地区
3030,浪卡子县,542233,西藏自治区,山南地区
3031,日喀则地区,542300,西藏自治区,日喀则地区
3032,日喀则市,542301,西藏自治区,日喀则地区
3033,南木林县,542322,西藏自治区,日喀则地区
3034,江孜县,542323,西藏自治区,日喀则地区
3035,定日县,542324,西藏自治区,日喀则地区
3036,萨迦县,542325,西藏自治区,日喀则地区
3037,拉孜县,542326,西藏自治区,日喀则地区
3038,昂仁县,542327,西藏自治区,日喀则地区
3039,谢通门县,542328,西藏自治区,日喀则地区
3040,白朗县,542329,西藏自治区,日喀则地区
3041,仁布县,542330,西藏自治区,日喀则地区
3042,康马县,542331,西藏自治区,日喀则地区
3043,定结县,542332,西藏自治区,日喀则地区
3044,仲巴县,542333,西藏自治区,日喀则地区
3045,亚东县,542334,西藏自治区,日喀则地区
3046,吉隆县,542335,西藏自治区,日喀则地区
3047,聂拉木县,542336,西藏自治区,日喀则地区
3048,萨嘎县,542337,西藏自治区,日喀则地区
3049,岗巴县,542338,西藏自治区,日喀则地区
3050,那曲地区,542400,西藏自治区,那曲地区
3051,那曲县,542421,西藏自治区,那曲地区
3052,嘉黎县,542422,西藏自治区,那曲地区
3053,比如县,542423,西藏自治区,那曲地区
3054,聂荣县,542424,西藏自治区,那曲地区
3055,安多县,542425,西藏自治区,那曲地区
3056,申扎县,542426,西藏自治区,那曲地区
3057,索县,542427,西藏自治区,那曲地区
3058,班戈县,542428,西藏自治区,那曲地区
3059,巴青县,542429,西藏自治区,那曲地区
3060,尼玛县,542430,西藏自治区,那曲地区
3061,阿里地区,542500,西藏自治区,阿里地区
3062,普兰县,542521,西藏自治区,阿里地区
3063,札达县,542522,西藏自治区,阿里地区
3064,噶尔县,542523,西藏自治区,阿里地区
3065,日土县,542524,西藏自治区,阿里地区
3066,革吉县,542525,西藏自治区,阿里地区
3067,改则县,542526,西藏自治区,阿里地区
3068,措勤县,542527,西藏自治区,阿里地区
3069,林芝地区,542600,西藏自治区,林芝地区
3070,林芝县,542621,西藏自治区,林芝地区
3071,工布江达县,542622,西藏自治区,林芝地区
3072,米林县,542623,西藏自治区,林芝地区
3073,墨脱县,542624,西藏自治区,林芝地区
3074,波密县,542625,西藏自治区,林芝地区
3075,察隅县,542626,西藏自治区,林芝地区
3076,朗县,542627,西藏自治区,林芝地区
3077,陕西省,610000,陕西省,陕西省
3078,西安市,610100,陕西省,西安市
3079,市辖区,610101,陕西省,西安市
3080,新城区,610102,陕西省,西安市
3081,碑林区,610103,陕西省,西安市
3082,莲湖区,610104,陕西省,西安市
3083,灞桥区,610111,陕西省,西安市
3084,未央区,610112,陕西省,西安市
3085,雁塔区,610113,陕西省,西安市
3086,阎良区,610114,陕西省,西安市
3087,临潼区,610115,陕西省,西安市
3088,长安区,610116,陕西省,西安市
3089,蓝田县,610122,陕西省,西安市
3090,周至县,610124,陕西省,西安市
3091,户县,610125,陕西省,西安市
3092,高陵县,610126,陕西省,西安市
3093,铜川市,610200,陕西省,铜川市
3094,市辖区,610201,陕西省,铜川市
3095,王益区,610202,陕西省,铜川市
3096,印台区,610203,陕西省,铜川市
3097,耀州区,610204,陕西省,铜川市
3098,宜君县,610222,陕西省,铜川市
3099,宝鸡市,610300,陕西省,宝鸡市
3100,市辖区,610301,陕西省,宝鸡市
3101,渭滨区,610302,陕西省,宝鸡市
3102,金台区,610303,陕西省,宝鸡市
3103,陈仓区,610304,陕西省,宝鸡市
3104,凤翔县,610322,陕西省,宝鸡市
3105,岐山县,610323,陕西省,宝鸡市
3106,扶风县,610324,陕西省,宝鸡市
3107,眉县,610326,陕西省,宝鸡市
3108,陇县,610327,陕西省,宝鸡市
3109,千阳县,610328,陕西省,宝鸡市
3110,麟游县,610329,陕西省,宝鸡市
3111,凤县,610330,陕西省,宝鸡市
3112,太白县,610331,陕西省,宝鸡市
3113,咸阳市,610400,陕西省,咸阳市
3114,市辖区,610401,陕西省,咸阳市
3115,秦都区,610402,陕西省,咸阳市
3116,杨陵区,610403,陕西省,咸阳市
3117,渭城区,610404,陕西省,咸阳市
3118,三原县,610422,陕西省,咸阳市
3119,泾阳县,610423,陕西省,咸阳市
3120,乾县,610424,陕西省,咸阳市
3121,礼泉县,610425,陕西省,咸阳市
3122,永寿县,610426,陕西省,咸阳市
3123,彬县,610427,陕西省,咸阳市
3124,长武县,610428,陕西省,咸阳市
3125,旬邑县,610429,陕西省,咸阳市
3126,淳化县,610430,陕西省,咸阳市
3127,武功县,610431,陕西省,咸阳市
